Benicia,0.048526365083333335
Benicia,0.001
SturgeonHole,0.016399999999999998
SturgeonHole,0.2821061690909091
CoyotePoint,0.05264178574285715
CoyotePoint,0.29788144860869564
CandleStick,0.030453363683018868
CandleStick,0.2973236363333333
WarmCove,0.09498555034457831
WarmCove,0.2564357142857143
PointPinole,0.06750361616666667
PointPinole,0.2445227271463415
SanFran,0.20951347048095242
SanFran,0.176402974
Pacifica,0.19317228235294118
Pacifica,0.001
Valejo,0.03566424135
Valejo,0.48106677614285714
CoyoteCreek,0.7472043607061539
CoyoteCreek,0.24199099549999997
Berkley,0.21710583146216217
Berkley,0.45809487924137937
Oakland,0.10416758639444446
Oakland,1.26576
